gloss1,gloss2,video1,video2,dtw_distance
Children,Price,../all_outputs/output_ssl_small/Children/1-2-w01720221103121056.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,56.6672188783352
Stay?,Ball,../all_outputs/output_ssl_small/Stay?/3-5-w05420221216134811.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,59.543731401717615
Talk,Ball,../all_outputs/output_ssl_small/Talk/3-5-w03520221216131823.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,60.133106432299144
See?,Pencil,../all_outputs/output_ssl_small/See?/4-5-w05520221216134855.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,60.9744181931098
Report,Ball,../all_outputs/output_ssl_small/Report/4-1-w02120221216122740.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,62.03502405156466
You,Ball,../all_outputs/output_ssl_small/You/4-4-w00220221216115823.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,63.37524745262462
See?,Ball,../all_outputs/output_ssl_small/See?/4-5-w05520221216134855.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,63.48823511005226
Stay?,Pencil,../all_outputs/output_ssl_small/Stay?/3-5-w05420221216134811.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,63.61609474713807
Talk,Pencil,../all_outputs/output_ssl_small/Talk/3-5-w03520221216131823.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,63.79155108388602
Children,Letter,../all_outputs/output_ssl_small/Children/1-2-w01720221103121056.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,63.83220323287845
Little,Pencil,../all_outputs/output_ssl_small/Little/1-5-w01220221103112023.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,63.862392915143836
Relationship,Ball,../all_outputs/output_ssl_small/Relationship/1-3-w02320221103122040.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,64.09267023527329
Holiday,Ball,../all_outputs/output_ssl_small/Holiday/1-3-w06220221103120650.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,64.41393837193237
Learn,Price,../all_outputs/output_ssl_small/Learn/3-2-w03420221216131706.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,64.79236659458498
Little,Ball,../all_outputs/output_ssl_small/Little/1-5-w01220221103112023.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,65.11355789519811
What,Ball,../all_outputs/output_ssl_small/What/4-3-w05020221216134123.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,66.17443836134277
How_many,Ball,../all_outputs/output_ssl_small/How_many/1-4-w05120221103115238.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,66.30997852440817
House,Ball,../all_outputs/output_ssl_small/House/3-4-w02920221216124537.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,66.38039822046666
You,Pencil,../all_outputs/output_ssl_small/You/4-4-w00220221216115823.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,66.48402315949733
Learn?,Tomorrow,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Tomorrow/MVI_4621.pkl,67.00216096348302
Tomorrow,Ball,../all_outputs/output_ssl_small/Tomorrow/4-4-w01520221216121456.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,67.20240879521994
My,Bag,../all_outputs/output_ssl_small/My/3-2-w03020221216124641.mp4_1.pkl,../all_outputs/output_include/Home/Bag/MVI_8839.pkl,67.52886921189395
Learn,Letter,../all_outputs/output_ssl_small/Learn/3-2-w03420221216131706.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,67.8283596169154
Learn?,Hospital,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Places/Hospital/MVI_3641.pkl,67.85247239783747
Talk,Clothing,../all_outputs/output_ssl_small/Talk/3-5-w03520221216131823.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,68.275462689196
Today,Ball,../all_outputs/output_ssl_small/Today/3-1-w01320221216121141.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,68.52337371957498
Yes,Ball,../all_outputs/output_ssl_small/Yes/1-1-w06320221103120755.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,68.56421211381745
See?,Clothing,../all_outputs/output_ssl_small/See?/4-5-w05520221216134855.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,69.01648543497669
Age,Letter,../all_outputs/output_ssl_small/Age/3-4-w02820221216124422.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,69.12158090644563
Holiday,Pencil,../all_outputs/output_ssl_small/Holiday/1-3-w06220221103120650.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,69.42968393846598
Read,cold,../all_outputs/output_ssl_small/Read/4-2-w04620221216133130.mp4_1.pkl,../all_outputs/output_include/Adjectives/cold/MVI_5220.pkl,69.48097573604497
My,wide,../all_outputs/output_ssl_small/My/3-2-w03020221216124641.mp4_1.pkl,../all_outputs/output_include/Adjectives/wide/MVI_9227.pkl,69.7292996933138
Age,Price,../all_outputs/output_ssl_small/Age/3-4-w02820221216124422.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,69.88461095965407
Make,Price,../all_outputs/output_ssl_small/Make/1-5-w03820221103113520.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,69.91392252413841
My,Price,../all_outputs/output_ssl_small/My/3-2-w03020221216124641.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,70.15538576890002
Relationship,Pencil,../all_outputs/output_ssl_small/Relationship/1-3-w02320221103122040.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,70.28743789617765
Talk,Letter,../all_outputs/output_ssl_small/Talk/3-5-w03520221216131823.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,70.31226621655541
Ten_People,Clothing,../all_outputs/output_ssl_small/Ten_People/1-1-w02020221103121410.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,70.3302224224418
What,Pencil,../all_outputs/output_ssl_small/What/4-3-w05020221216134123.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,70.36051853206173
What,Clothing,../all_outputs/output_ssl_small/What/4-3-w05020221216134123.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,70.66276466491814
How_many,Pencil,../all_outputs/output_ssl_small/How_many/1-4-w05120221103115238.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,70.71894082595765
Stay?,Clothing,../all_outputs/output_ssl_small/Stay?/3-5-w05420221216134811.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,70.82661190585364
Read,Alright,../all_outputs/output_ssl_small/Read/4-2-w04620221216133130.mp4_1.pkl,../all_outputs/output_include/Greetings/Alright/MVI_9965.pkl,70.8766935618352
Learn?,Money,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Society/Money/MVI_4266.pkl,70.91105417308871
School,Ball,../all_outputs/output_ssl_small/School/3-1-w01620221216121432.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,71.0224117066421
Learn?,Nice,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Adjectives/Nice/MVI_9589.pkl,71.24272631541854
Learn?,Blind,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Adjectives/Blind/MVI_9587.pkl,71.34507488935047
Mother,Ball,../all_outputs/output_ssl_small/Mother/4-3-w00420221216120034.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,71.50633718799473
Learn?,University,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Places/University/MVI_3624.pkl,71.57830398659601
Learn?,Pleased,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Greetings/Pleased/MVI_0068.pkl,71.6269426760026
Ten_People,Ball,../all_outputs/output_ssl_small/Ten_People/1-1-w02020221103121410.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,71.64574548622863
Children,Animal,../all_outputs/output_ssl_small/Children/1-2-w01720221103121056.mp4_1.pkl,../all_outputs/output_include/Animals/Animal/MVI_8576.pkl,71.81155606921766
University,Ball,../all_outputs/output_ssl_small/University/3-2-w00920221216120708.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,71.9755654852052
My,Letter,../all_outputs/output_ssl_small/My/3-2-w03020221216124641.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,72.11962779232245
Learn?,female,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Adjectives/female/MVI_9769.pkl,72.34767735130114
Learn?,Child,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/People/Child/MVI_4244.pkl,72.43755181876456
My,Brown,../all_outputs/output_ssl_small/My/3-2-w03020221216124641.mp4_1.pkl,../all_outputs/output_include/Colours/Brown/MVI_5050.pkl,72.70804328273786
Learn?,Yellow,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Colours/Yellow/MVI_5195.pkl,72.78134030496098
My,Animal,../all_outputs/output_ssl_small/My/3-2-w03020221216124641.mp4_1.pkl,../all_outputs/output_include/Animals/Animal/MVI_8576.pkl,72.98915748638072
Learn?,Today,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Today/MVI_5031.pkl,73.17449828088063
My,Television,../all_outputs/output_ssl_small/My/3-2-w03020221216124641.mp4_1.pkl,../all_outputs/output_include/Electronics/Television/MVI_4558.pkl,73.29140840449033
Children,Pencil,../all_outputs/output_ssl_small/Children/1-2-w01720221103121056.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,73.45269001677079
Me,Ball,../all_outputs/output_ssl_small/Me/3-5-w00320221216115837.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,73.54675077510059
See?,Price,../all_outputs/output_ssl_small/See?/4-5-w05520221216134855.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,73.55823827325439
House,Clothing,../all_outputs/output_ssl_small/House/3-4-w02920221216124537.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,73.68007938171863
Stay?,Price,../all_outputs/output_ssl_small/Stay?/3-5-w05420221216134811.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,73.68220671516877
Children,Television,../all_outputs/output_ssl_small/Children/1-2-w01720221103121056.mp4_1.pkl,../all_outputs/output_include/Electronics/Television/MVI_4558.pkl,73.73427990822533
Tomorrow,Pencil,../all_outputs/output_ssl_small/Tomorrow/4-4-w01520221216121456.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,73.7373910577706
Sinhala,Bag,../all_outputs/output_ssl_small/Sinhala/4-3-w01820221216121929.mp4_1.pkl,../all_outputs/output_include/Home/Bag/MVI_8839.pkl,73.80163579489415
Talk,Price,../all_outputs/output_ssl_small/Talk/3-5-w03520221216131823.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,73.85094097533207
Write,Ball,../all_outputs/output_ssl_small/Write/1-5-w04420221103114351.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,73.85615609952185
What,Price,../all_outputs/output_ssl_small/What/4-3-w05020221216134123.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,73.91690397752225
Learn?,Attack,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Society/Attack/MVI_4303.pkl,74.12297223013584
My,Photograph,../all_outputs/output_ssl_small/My/3-2-w03020221216124641.mp4_1.pkl,../all_outputs/output_include/Home/Photograph/MVI_8796.pkl,74.18393166623491
Learn?,Saturday,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Saturday/MVI_4613.pkl,74.3264340721271
Holiday,Letter,../all_outputs/output_ssl_small/Holiday/1-3-w06220221103120650.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,74.41295701082203
My,cold,../all_outputs/output_ssl_small/My/3-2-w03020221216124641.mp4_1.pkl,../all_outputs/output_include/Adjectives/cold/MVI_5220.pkl,74.41526727848503
What,Letter,../all_outputs/output_ssl_small/What/4-3-w05020221216134123.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,74.49778735218686
Stay?,Letter,../all_outputs/output_ssl_small/Stay?/3-5-w05420221216134811.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,74.66303023972675
Report,narrow,../all_outputs/output_ssl_small/Report/4-1-w02120221216122740.mp4_1.pkl,../all_outputs/output_include/Adjectives/narrow/MVI_5122.pkl,74.70927957824085
Learn?,Girl,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/People/Girl/MVI_3965.pkl,74.76812944356212
Learn,Alright,../all_outputs/output_ssl_small/Learn/3-2-w03420221216131706.mp4_1.pkl,../all_outputs/output_include/Greetings/Alright/MVI_9965.pkl,74.86320773666783
You,Clothing,../all_outputs/output_ssl_small/You/4-4-w00220221216115823.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,74.9526415493783
Children,cold,../all_outputs/output_ssl_small/Children/1-2-w01720221103121056.mp4_1.pkl,../all_outputs/output_include/Adjectives/cold/MVI_5220.pkl,74.95526203499753
Read,narrow,../all_outputs/output_ssl_small/Read/4-2-w04620221216133130.mp4_1.pkl,../all_outputs/output_include/Adjectives/narrow/MVI_5122.pkl,75.33112119656097
Learn?,warm,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Adjectives/warm/MVI_9495.pkl,75.4076578150649
Tomorrow,Clothing,../all_outputs/output_ssl_small/Tomorrow/4-4-w01520221216121456.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,75.45126649190318
My,Alright,../all_outputs/output_ssl_small/My/3-2-w03020221216124641.mp4_1.pkl,../all_outputs/output_include/Greetings/Alright/MVI_9965.pkl,75.5802019877706
House,Letter,../all_outputs/output_ssl_small/House/3-4-w02920221216124537.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,75.588760020608
Read,wide,../all_outputs/output_ssl_small/Read/4-2-w04620221216133130.mp4_1.pkl,../all_outputs/output_include/Adjectives/wide/MVI_9227.pkl,75.62695240909837
Write,Pencil,../all_outputs/output_ssl_small/Write/1-5-w04420221103114351.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,75.70882785427766
Today,Pencil,../all_outputs/output_ssl_small/Today/3-1-w01320221216121141.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,75.87771596690648
Make,Brown,../all_outputs/output_ssl_small/Make/1-5-w03820221103113520.mp4_1.pkl,../all_outputs/output_include/Colours/Brown/MVI_5050.pkl,75.90558175040582
Age,wide,../all_outputs/output_ssl_small/Age/3-4-w02820221216124422.mp4_1.pkl,../all_outputs/output_include/Adjectives/wide/MVI_9227.pkl,75.97918712296803
Me,Clothing,../all_outputs/output_ssl_small/Me/3-5-w00320221216115837.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,76.00460870541696
It,Ball,../all_outputs/output_ssl_small/It/3-5-w00720221216120500.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,76.06840554494946
Learn,wide,../all_outputs/output_ssl_small/Learn/3-2-w03420221216131706.mp4_1.pkl,../all_outputs/output_include/Adjectives/wide/MVI_9227.pkl,76.10536736958176
You,Price,../all_outputs/output_ssl_small/You/4-4-w00220221216115823.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,76.24413722107546
Video,Price,../all_outputs/output_ssl_small/Video/1-2-w02220221103121901.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,76.31985037686712
Relationship,Letter,../all_outputs/output_ssl_small/Relationship/1-3-w02320221103122040.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,76.32389476785681
Learn,Bank,../all_outputs/output_ssl_small/Learn/3-2-w03420221216131706.mp4_1.pkl,../all_outputs/output_include/Places/Bank/MVI_3662.pkl,76.42159896082096
School,Clothing,../all_outputs/output_ssl_small/School/3-1-w01620221216121432.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,76.48868988544305
Learn?,Minute,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Minute/MVI_5501.pkl,76.67424201565247
Go,Time,../all_outputs/output_ssl_small/Go/4-4-w03620221216131954.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Time/MVI_5078.pkl,76.7907323375376
Learn,Animal,../all_outputs/output_ssl_small/Learn/3-2-w03420221216131706.mp4_1.pkl,../all_outputs/output_include/Animals/Animal/MVI_8576.pkl,76.84618402071655
Read,Energy,../all_outputs/output_ssl_small/Read/4-2-w04620221216133130.mp4_1.pkl,../all_outputs/output_include/Society/Energy/MVI_4290.pkl,76.92682044870226
Ten_People,Pencil,../all_outputs/output_ssl_small/Ten_People/1-1-w02020221103121410.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,77.06766968541605
University,Pencil,../all_outputs/output_ssl_small/University/3-2-w00920221216120708.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,77.08384284916072
Yes,Letter,../all_outputs/output_ssl_small/Yes/1-1-w06320221103120755.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,77.12079906902078
Learn?,Son,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/People/Son/MVI_3755.pkl,77.219581654877
Read,Radio,../all_outputs/output_ssl_small/Read/4-2-w04620221216133130.mp4_1.pkl,../all_outputs/output_include/Electronics/Radio/MVI_4562.pkl,77.27699383091547
Go,Sport,../all_outputs/output_ssl_small/Go/4-4-w03620221216131954.mp4_1.pkl,../all_outputs/output_include/Society/Sport/MVI_8724.pkl,77.40929010137933
Mother,Clothing,../all_outputs/output_ssl_small/Mother/4-3-w00420221216120034.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,77.4246468230119
Learn?,low,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Adjectives/low/MVI_9785.pkl,77.46365425565294
Learn?,Morning,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Morning/MVI_5507.pkl,77.55544597389732
Learn,cold,../all_outputs/output_ssl_small/Learn/3-2-w03420221216131706.mp4_1.pkl,../all_outputs/output_include/Adjectives/cold/MVI_5220.pkl,77.57075558312148
Read,Bag,../all_outputs/output_ssl_small/Read/4-2-w04620221216133130.mp4_1.pkl,../all_outputs/output_include/Home/Bag/MVI_8839.pkl,77.61704551713281
Learn?,Religion,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Society/Religion/MVI_4799.pkl,77.65479284256519
You,Letter,../all_outputs/output_ssl_small/You/4-4-w00220221216115823.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,77.70940186094649
Today,Clothing,../all_outputs/output_ssl_small/Today/3-1-w01320221216121141.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,77.81635742459048
How_many,Letter,../all_outputs/output_ssl_small/How_many/1-4-w05120221103115238.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,77.88434214361466
Age,Animal,../all_outputs/output_ssl_small/Age/3-4-w02820221216124422.mp4_1.pkl,../all_outputs/output_include/Animals/Animal/MVI_8576.pkl,77.94645590550826
Little,Letter,../all_outputs/output_ssl_small/Little/1-5-w01220221103112023.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,78.01657874456689
My,Clothing,../all_outputs/output_ssl_small/My/3-2-w03020221216124641.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,78.06235856433156
Children,Ball,../all_outputs/output_ssl_small/Children/1-2-w01720221103121056.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,78.1505569185727
Make,Letter,../all_outputs/output_ssl_small/Make/1-5-w03820221103113520.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,78.16693642348064
Learn?,Deaf,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Adjectives/Deaf/MVI_9850.pkl,78.23193357159217
Sister,Ball,../all_outputs/output_ssl_small/Sister/1-5-w00820221103111446.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,78.25242465120073
Sister,Pencil,../all_outputs/output_ssl_small/Sister/1-5-w00820221103111446.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,78.32141763335862
Learn,Clothing,../all_outputs/output_ssl_small/Learn/3-2-w03420221216131706.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,78.34074586966325
Sinhala,wide,../all_outputs/output_ssl_small/Sinhala/4-3-w01820221216121929.mp4_1.pkl,../all_outputs/output_include/Adjectives/wide/MVI_9227.pkl,78.45229512326038
Little,Price,../all_outputs/output_ssl_small/Little/1-5-w01220221103112023.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,78.64197757278015
Tomorrow,Price,../all_outputs/output_ssl_small/Tomorrow/4-4-w01520221216121456.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,78.68997447261026
Tomorrow,Letter,../all_outputs/output_ssl_small/Tomorrow/4-4-w01520221216121456.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,78.7311962332221
Video,Letter,../all_outputs/output_ssl_small/Video/1-2-w02220221103121901.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,78.90347134412985
Holiday,Price,../all_outputs/output_ssl_small/Holiday/1-3-w06220221103120650.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,78.91034198752993
Learn?,Thursday,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Thursday/MVI_5458.pkl,78.92703583576522
See?,Letter,../all_outputs/output_ssl_small/See?/4-5-w05520221216134855.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,78.9360779831241
Yes,Pencil,../all_outputs/output_ssl_small/Yes/1-1-w06320221103120755.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,78.94611138262493
Learn?,Hello,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Greetings/Hello/MVI_0038.pkl,79.14295961185059
Tuesday,Price,../all_outputs/output_ssl_small/Tuesday/2-1-w02720221110103149.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,79.46218773689355
Class,Ball,../all_outputs/output_ssl_small/Class/4-5-w01920221216122049.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8730.pkl,79.50545351087732
Go,wide,../all_outputs/output_ssl_small/Go/4-4-w03620221216131954.mp4_1.pkl,../all_outputs/output_include/Adjectives/wide/MVI_9227.pkl,79.62264981010122
Hello,Radio,../all_outputs/output_ssl_small/Hello/4-4-w03920221216132408.mp4_1.pkl,../all_outputs/output_include/Electronics/Radio/MVI_4562.pkl,79.6689980627203
Learn?,fast,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Adjectives/fast/MVI_9326.pkl,79.71807888239623
Mother,Pencil,../all_outputs/output_ssl_small/Mother/4-3-w00420221216120034.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,79.8044110538504
Big,wide,../all_outputs/output_ssl_small/Big/1-1-w01020221103111725.mp4_1.pkl,../all_outputs/output_include/Adjectives/wide/MVI_9227.pkl,80.02926460335144
Me,Pencil,../all_outputs/output_ssl_small/Me/3-5-w00320221216115837.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,80.23756296658047
Sinhala,Letter,../all_outputs/output_ssl_small/Sinhala/4-3-w01820221216121929.mp4_1.pkl,../all_outputs/output_include/Home/Letter/MVI_8825.pkl,80.3475657808057
Learn?,Yesterday,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Yesterday/MVI_5038.pkl,80.36727341944918
Learn,Brown,../all_outputs/output_ssl_small/Learn/3-2-w03420221216131706.mp4_1.pkl,../all_outputs/output_include/Colours/Brown/MVI_5050.pkl,80.3882493274032
Learn,Bag,../all_outputs/output_ssl_small/Learn/3-2-w03420221216131706.mp4_1.pkl,../all_outputs/output_include/Home/Bag/MVI_8839.pkl,80.48439814697642
How_many,Clothing,../all_outputs/output_ssl_small/How_many/1-4-w05120221103115238.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,80.50304187001258
Holiday,Clothing,../all_outputs/output_ssl_small/Holiday/1-3-w06220221103120650.mp4_1.pkl,../all_outputs/output_include/Clothes/Clothing/MVI_8611.pkl,80.53327872780966
Learn?,Mother,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/People/Mother/MVI_3908.pkl,80.67113858807481
Learn?,Grey,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Colours/Grey/MVI_3749.pkl,80.81106375032948
Relationship,Price,../all_outputs/output_ssl_small/Relationship/1-3-w02320221103122040.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8736.pkl,80.95713834507238
Tomorrow,Boy,../all_outputs/output_ssl_small/Tomorrow/4-4-w01520221216121456.mp4_1.pkl,../all_outputs/output_include/People/Boy/MVI_5132.pkl,80.96881949943145
It,Pencil,../all_outputs/output_ssl_small/It/3-5-w00720221216120500.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_8788.pkl,80.99550919132983
Video,Brown,../all_outputs/output_ssl_small/Video/1-2-w02220221103121901.mp4_1.pkl,../all_outputs/output_include/Colours/Brown/MVI_5050.pkl,81.00521361679118
Learn?,new,../all_outputs/output_ssl_small/Learn?/4-3-w05220221216134355.mp4_1.pkl,../all_outputs/output_include/Adjectives/new/MVI_9342.pkl,81.0917856187358
