gloss1,gloss2,video1,video2,dtw_distance
Relationship,God,../all_outputs/output_ssl_small/Relationship/3-3-w02320221216123247.mp4_1.pkl,../all_outputs/output_include/Society/God/MVI_8748.pkl,164.32947048457768
Again,rich,../all_outputs/output_ssl_small/Again/2-3-w03120221110103624.mp4_1.pkl,../all_outputs/output_include/Adjectives/rich/MVI_9734.pkl,164.33004679626427
Go,new,../all_outputs/output_ssl_small/Go/1-5-w03620221103113229.mp4_1.pkl,../all_outputs/output_include/Adjectives/new/MVI_5230.pkl,164.33442510009857
Me,Thank_you,../all_outputs/output_ssl_small/Me/2-2-w00320221110095901.mp4_1.pkl,../all_outputs/output_include/Greetings/Thank_you/MVI_9985.pkl,164.3378984194446
Yes,Parent,../all_outputs/output_ssl_small/Yes/4-1-w06320221216140147.mp4_1.pkl,../all_outputs/output_include/People/Parent/MVI_8627.pkl,164.3467967180121
Again,Teacher,../all_outputs/output_ssl_small/Again/2-2-w03120221110103616.mp4_1.pkl,../all_outputs/output_include/Jobs/Teacher/MVI_5310.pkl,164.35218190245163
w064,Saturday,../all_outputs/output_ssl_small/w064/2-4-w06420221110112958.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Saturday/MVI_5467.pkl,164.35382356249545
Your,Teacher,../all_outputs/output_ssl_small/Your/2-3-w00520221110100138.mp4_1.pkl,../all_outputs/output_include/Jobs/Teacher/MVI_5313.pkl,164.3622399131501
It,long,../all_outputs/output_ssl_small/It/2-3-w00720221110100320.mp4_1.pkl,../all_outputs/output_include/Adjectives/long/MVI_5187.pkl,164.38447129066483
Dialog box,Black,../all_outputs/output_ssl_small/Dialog box/3-2-w02420221216123403.mp4_1.pkl,../all_outputs/output_include/Colours/Black/MVI_4041.pkl,164.40095831262872
Still,Kitchen,../all_outputs/output_ssl_small/Still/still3.mp4_1.pkl,../all_outputs/output_include/Home/Kitchen/MVI_9023.pkl,164.40415949910067
Dialog box,Today,../all_outputs/output_ssl_small/Dialog box/3-2-w02420221216123403.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Today/MVI_9160.pkl,164.40616197088175
Sinhala,Lamp,../all_outputs/output_ssl_small/Sinhala/2-2-w01820221110101517.mp4_1.pkl,../all_outputs/output_include/Electronics/Lamp/MVI_4961.pkl,164.41938452230553
House,Store or Shop,../all_outputs/output_ssl_small/House/2-6-w02920221110113324.mp4_1.pkl,../all_outputs/output_include/Places/Store or Shop/MVI_3308.pkl,164.4200786906715
See,Second,../all_outputs/output_ssl_small/See/3-2-w04020221216132441.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Second/MVI_9209.pkl,164.42088831160765
It,Neighbour,../all_outputs/output_ssl_small/It/2-10-w00720221110113152.mp4_1.pkl,../all_outputs/output_include/People/Neighbour/MVI_5278.pkl,164.42239007858862
Video,Dress,../all_outputs/output_ssl_small/Video/1-4-w02220221103121920.mp4_1.pkl,../all_outputs/output_include/Clothes/Dress/MVI_5159.pkl,164.4504307953465
Teach,Year,../all_outputs/output_ssl_small/Teach/1-3-w03320221103112630.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Year/MVI_5491.pkl,164.46391427715344
See?,Clock,../all_outputs/output_ssl_small/See?/1-5-w05520221103120003.mp4_1.pkl,../all_outputs/output_include/Electronics/Clock/MVI_5379.pkl,164.4726786760691
Sinhala,Black,../all_outputs/output_ssl_small/Sinhala/2-5-w01820221110101612.mp4_1.pkl,../all_outputs/output_include/Colours/Black/MVI_4920.pkl,164.51161558512183
University,Alright,../all_outputs/output_ssl_small/University/1-2-w00920221103111557.mp4_1.pkl,../all_outputs/output_include/Greetings/Alright/MVI_9989.pkl,164.51728462930507
Good,Green,../all_outputs/output_ssl_small/Good/2-5-w01120221110100916.mp4_1.pkl,../all_outputs/output_include/Colours/Green/MVI_4900.pkl,164.52857107000963
English,thick,../all_outputs/output_ssl_small/English/2-5-w02520221110102953.mp4_1.pkl,../all_outputs/output_include/Adjectives/thick/MVI_9745.pkl,164.54951039180207
w064,Mouse,../all_outputs/output_ssl_small/w064/3-5-w06420221216140315.mp4_1.pkl,../all_outputs/output_include/Animals/Mouse/MVI_2993.pkl,164.5574294141402
House,Fan,../all_outputs/output_ssl_small/House/4-3-w02920221216124324.mp4_1.pkl,../all_outputs/output_include/Electronics/Fan/MVI_9097.pkl,164.57789748641997
See?,Grandmother,../all_outputs/output_ssl_small/See?/4-2-w05520221216134831.mp4_1.pkl,../all_outputs/output_include/People/Grandmother/MVI_3794.pkl,164.58117941420457
Sorry,King,../all_outputs/output_ssl_small/Sorry/2-3-w04120221110105318.mp4_1.pkl,../all_outputs/output_include/People/King/MVI_4097.pkl,164.58387028679104
Please,Soap,../all_outputs/output_ssl_small/Please/2-2-w06020221110112120.mp4_1.pkl,../all_outputs/output_include/Home/Soap/MVI_4396.pkl,164.58415854903072
School,Skirt,../all_outputs/output_ssl_small/School/3-5-w01620221216121507.mp4_1.pkl,../all_outputs/output_include/Clothes/Skirt/MVI_3845.pkl,164.58919973883812
English,good,../all_outputs/output_ssl_small/English/2-5-w02520221110102953.mp4_1.pkl,../all_outputs/output_include/Adjectives/good/MVI_5240.pkl,164.59117078603768
Ten_People,rich,../all_outputs/output_ssl_small/Ten_People/1-3-w02020221103121429.mp4_1.pkl,../all_outputs/output_include/Adjectives/rich/MVI_9734.pkl,164.59121279657498
Tuesday,White,../all_outputs/output_ssl_small/Tuesday/1-2-w02720221103122714.mp4_1.pkl,../all_outputs/output_include/Colours/White/MVI_4922.pkl,164.59465987116303
Me,Screen,../all_outputs/output_ssl_small/Me/1-1-w00320221103105700.mp4_1.pkl,../all_outputs/output_include/Electronics/Screen/MVI_4552.pkl,164.5973561604941
Thank_You,Beautiful,../all_outputs/output_ssl_small/Thank_You/1-5-w04720221103114751.mp4_1.pkl,../all_outputs/output_include/Adjectives/Beautiful/MVI_9570.pkl,164.60891975182406
School,Price,../all_outputs/output_ssl_small/School/3-1-w01620221216121432.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8987.pkl,164.60909426161757
Learn?,Fan,../all_outputs/output_ssl_small/Learn?/1-5-w05220221103115410.mp4_1.pkl,../all_outputs/output_include/Electronics/Fan/MVI_4535.pkl,164.60978557476844
Please,Skirt,../all_outputs/output_ssl_small/Please/4-4-w06020221216135826.mp4_1.pkl,../all_outputs/output_include/Clothes/Skirt/MVI_3845.pkl,164.6399396692645
Go,Grey,../all_outputs/output_ssl_small/Go/1-5-w03620221103113229.mp4_1.pkl,../all_outputs/output_include/Colours/Grey/MVI_4927.pkl,164.64145360550944
Stay?,Thank_you,../all_outputs/output_ssl_small/Stay?/3-4-w05420221216134802.mp4_1.pkl,../all_outputs/output_include/Greetings/Thank_you/MVI_9985.pkl,164.64684714466514
What,Grandmother,../all_outputs/output_ssl_small/What/3-5-w05020221216134127.mp4_1.pkl,../all_outputs/output_include/People/Grandmother/MVI_5109.pkl,164.64712224809034
See,Sister,../all_outputs/output_ssl_small/See/1-1-w04020221103113749.mp4_1.pkl,../all_outputs/output_include/People/Sister/MVI_4078.pkl,164.64875450133533
To_You,Author,../all_outputs/output_ssl_small/To_You/2-5-w00120221110095655.mp4_1.pkl,../all_outputs/output_include/Jobs/Author/MVI_4782.pkl,164.65233187313345
Write,Baby,../all_outputs/output_ssl_small/Write/3-1-w04420221216132817.mp4_1.pkl,../all_outputs/output_include/People/Baby/MVI_4068.pkl,164.6546199152081
Age,Pencil,../all_outputs/output_ssl_small/Age/2-4-w02820221110103314.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_4384.pkl,164.6554304500232
See,Grey,../all_outputs/output_ssl_small/See/3-3-w04020221216132449.mp4_1.pkl,../all_outputs/output_include/Colours/Grey/MVI_4927.pkl,164.6593870915115
There,Woman,../all_outputs/output_ssl_small/There/4-1-w05920221216135522.mp4_1.pkl,../all_outputs/output_include/People/Woman/MVI_4074.pkl,164.6679715279616
You,Brother,../all_outputs/output_ssl_small/You/4-3-w00220221216115814.mp4_1.pkl,../all_outputs/output_include/People/Brother/MVI_5096.pkl,164.6734206225381
You,Baby,../all_outputs/output_ssl_small/You/4-1-w00220221216115755.mp4_1.pkl,../all_outputs/output_include/People/Baby/MVI_5234.pkl,164.68818928223297
Class,Clock,../all_outputs/output_ssl_small/Class/1-5-w01920221103121327.mp4_1.pkl,../all_outputs/output_include/Electronics/Clock/MVI_5379.pkl,164.70568841985823
See,Ball,../all_outputs/output_ssl_small/See/1-1-w04020221103113749.mp4_1.pkl,../all_outputs/output_include/Society/Ball/MVI_8984.pkl,164.70686411474995
Relationship,Peace,../all_outputs/output_ssl_small/Relationship/2-4-w02320221110102332.mp4_1.pkl,../all_outputs/output_include/Society/Peace/MVI_4297.pkl,164.73065294571222
Dialog box,Door,../all_outputs/output_ssl_small/Dialog box/1-1-w02420221103122335.mp4_1.pkl,../all_outputs/output_include/Home/Door/MVI_4368.pkl,164.7481679906572
House,Adult,../all_outputs/output_ssl_small/House/2-6-w02920221110113324.mp4_1.pkl,../all_outputs/output_include/People/Adult/MVI_8647.pkl,164.76501270147185
Your,How_are_you,../all_outputs/output_ssl_small/Your/2-5-w00520221110100155.mp4_1.pkl,../all_outputs/output_include/Greetings/How_are_you/MVI_0093.pkl,164.76716045261043
Do,Thank_you,../all_outputs/output_ssl_small/Do/2-3-w03720221110104550.mp4_1.pkl,../all_outputs/output_include/Greetings/Thank_you/MVI_9985.pkl,164.7924920238038
Sister,Price,../all_outputs/output_ssl_small/Sister/3-5-w00820221216120607.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_4330.pkl,164.7972366462792
Make,Good_evening,../all_outputs/output_ssl_small/Make/3-1-w03820221216132252.mp4_1.pkl,../all_outputs/output_include/Greetings/Good_evening/MVI_0055.pkl,164.8023274172649
Understand,Gift,../all_outputs/output_ssl_small/Understand/6-4-w06120221219144355.mp4_1.pkl,../all_outputs/output_include/Home/Gift/MVI_4441.pkl,164.8074968893365
Mother,Parent,../all_outputs/output_ssl_small/Mother/3-3-w00420221216115913.mp4_1.pkl,../all_outputs/output_include/People/Parent/MVI_8627.pkl,164.8115339122509
w064,Pencil,../all_outputs/output_ssl_small/w064/2-4-w06420221110112958.mp4_1.pkl,../all_outputs/output_include/Home/Pencil/MVI_4905.pkl,164.8131370205583
See?,poor,../all_outputs/output_ssl_small/See?/1-5-w05520221103120003.mp4_1.pkl,../all_outputs/output_include/Adjectives/poor/MVI_9739.pkl,164.81556864986518
Age,Friday,../all_outputs/output_ssl_small/Age/4-2-w02820221216124135.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Friday/MVI_5023.pkl,164.82287149917815
Big,thick,../all_outputs/output_ssl_small/Big/2-3-w01020221110100804.mp4_1.pkl,../all_outputs/output_include/Adjectives/thick/MVI_9742.pkl,164.8232946893095
There,Key,../all_outputs/output_ssl_small/There/4-4-w05920221216135549.mp4_1.pkl,../all_outputs/output_include/Home/Key/MVI_4411.pkl,164.82668641229841
To_You,Price,../all_outputs/output_ssl_small/To_You/2-5-w00120221110095655.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8987.pkl,164.82748320688736
Start,thick,../all_outputs/output_ssl_small/Start/2-3-w04520221110105736.mp4_1.pkl,../all_outputs/output_include/Adjectives/thick/MVI_9606.pkl,164.82935876390422
Staying,Job,../all_outputs/output_ssl_small/Staying/3-5-w03220221216131429.mp4_1.pkl,../all_outputs/output_include/Jobs/Job/MVI_5377.pkl,164.83549963766256
Again,dry,../all_outputs/output_ssl_small/Again/2-2-w03120221110103616.mp4_1.pkl,../all_outputs/output_include/Adjectives/dry/MVI_9278.pkl,164.837836910345
There,Black,../all_outputs/output_ssl_small/There/4-1-w05920221216135522.mp4_1.pkl,../all_outputs/output_include/Colours/Black/MVI_5207.pkl,164.84616961296342
Holiday,Red,../all_outputs/output_ssl_small/Holiday/2-4-w06220221110112739.mp4_1.pkl,../all_outputs/output_include/Colours/Red/MVI_8612.pkl,164.84992742288978
Write,Time,../all_outputs/output_ssl_small/Write/1-3-w04420221103114331.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Time/MVI_9202.pkl,164.85498681318268
Mother,Player,../all_outputs/output_ssl_small/Mother/3-3-w00420221216115913.mp4_1.pkl,../all_outputs/output_include/People/Player/MVI_4126.pkl,164.85794992896834
Go,Child,../all_outputs/output_ssl_small/Go/2-3-w03620221110104501.mp4_1.pkl,../all_outputs/output_include/People/Child/MVI_4117.pkl,164.86135059445598
Today,King,../all_outputs/output_ssl_small/Today/4-3-w01320221216121239.mp4_1.pkl,../all_outputs/output_include/People/King/MVI_4097.pkl,164.86638254331646
Your,Price,../all_outputs/output_ssl_small/Your/2-3-w00520221110100138.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8986.pkl,164.86897804636007
Staying,Lamp,../all_outputs/output_ssl_small/Staying/4-3-w03220221216124636.mp4_1.pkl,../all_outputs/output_include/Electronics/Lamp/MVI_4961.pkl,164.9161995800431
Big,Dress,../all_outputs/output_ssl_small/Big/4-5-w01020221216120950.mp4_1.pkl,../all_outputs/output_include/Clothes/Dress/MVI_5159.pkl,164.91826994430895
Tell,Bathroom,../all_outputs/output_ssl_small/Tell/2-5-w04320221110105605.mp4_1.pkl,../all_outputs/output_include/Home/Bathroom/MVI_8783.pkl,164.92754401201947
Age,Yellow,../all_outputs/output_ssl_small/Age/4-2-w02820221216124135.mp4_1.pkl,../all_outputs/output_include/Colours/Yellow/MVI_4029.pkl,164.93233712831704
Please,God,../all_outputs/output_ssl_small/Please/4-4-w06020221216135826.mp4_1.pkl,../all_outputs/output_include/Society/God/MVI_8996.pkl,164.93261875138975
Learn,Telephone,../all_outputs/output_ssl_small/Learn/4-2-w03420221216131517.mp4_1.pkl,../all_outputs/output_include/Home/Telephone/MVI_4939.pkl,164.93430825526275
Still,slow,../all_outputs/output_ssl_small/Still/still3.mp4_1.pkl,../all_outputs/output_include/Adjectives/slow/MVI_5291.pkl,164.94844991632309
No,Pant,../all_outputs/output_ssl_small/No/4-4-w04220221216132716.mp4_1.pkl,../all_outputs/output_include/Clothes/Pant/MVI_3708.pkl,164.9489169070266
Read,Saturday,../all_outputs/output_ssl_small/Read/1-3-w04620221103114623.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Saturday/MVI_5466.pkl,164.95696310265245
Make,Night,../all_outputs/output_ssl_small/Make/1-3-w03820221103113502.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Night/MVI_9199.pkl,164.9626139880028
How,Year,../all_outputs/output_ssl_small/How/2-2-w04820221110110007.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Year/MVI_9176.pkl,164.97205144885524
Talk,Hour,../all_outputs/output_ssl_small/Talk/6-7-w03520221219141529.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Hour/MVI_5496.pkl,164.97332057233734
Now,we,../all_outputs/output_ssl_small/Now/4-5-w01420221216121406.mp4_1.pkl,../all_outputs/output_include/Pronouns/we/MVI_9973.pkl,164.9737279724059
Tell,Soap,../all_outputs/output_ssl_small/Tell/3-4-w04320221216132747.mp4_1.pkl,../all_outputs/output_include/Home/Soap/MVI_4396.pkl,164.97869656703304
How,Player,../all_outputs/output_ssl_small/How/2-2-w04820221110110007.mp4_1.pkl,../all_outputs/output_include/People/Player/MVI_4127.pkl,164.98335509253414
Ten_People,Skirt,../all_outputs/output_ssl_small/Ten_People/2-2-w02020221110101816.mp4_1.pkl,../all_outputs/output_include/Clothes/Skirt/MVI_4875.pkl,164.99816347496787
Learn,Deaf,../all_outputs/output_ssl_small/Learn/2-4-w03420221110104038.mp4_1.pkl,../all_outputs/output_include/Adjectives/Deaf/MVI_9581.pkl,165.0002677077052
Little,City,../all_outputs/output_ssl_small/Little/1-1-w01220221103111947.mp4_1.pkl,../all_outputs/output_include/Places/City/MVI_3589.pkl,165.01118939139488
How,Shirt,../all_outputs/output_ssl_small/How/1-4-w04820221103114840.mp4_1.pkl,../all_outputs/output_include/Clothes/Shirt/MVI_5166.pkl,165.01468715401003
Again,Alright,../all_outputs/output_ssl_small/Again/2-3-w03120221110103624.mp4_1.pkl,../all_outputs/output_include/Greetings/Alright/MVI_9964.pkl,165.03634817647824
Stay?,Grandfather,../all_outputs/output_ssl_small/Stay?/3-4-w05420221216134802.mp4_1.pkl,../all_outputs/output_include/People/Grandfather/MVI_5104.pkl,165.04954462323414
Still,train_ticket,../all_outputs/output_ssl_small/Still/still1.mp4_1.pkl,../all_outputs/output_include/Means_of_Transportation/train_ticket/MVI_3254.pkl,165.0861919694946
w064,Door,../all_outputs/output_ssl_small/w064/1-5-w06420221103120953.mp4_1.pkl,../all_outputs/output_include/Home/Door/MVI_4885.pkl,165.1047948602239
Your,Bill,../all_outputs/output_ssl_small/Your/2-3-w00520221110100138.mp4_1.pkl,../all_outputs/output_include/Society/Bill/MVI_4810.pkl,165.12348406704302
Still,Time,../all_outputs/output_ssl_small/Still/still19.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Time/MVI_4668.pkl,165.13286339774126
Again,Price,../all_outputs/output_ssl_small/Again/3-4-w03120221216131256.mp4_1.pkl,../all_outputs/output_include/Society/Price/MVI_8986.pkl,165.138850324266
Read,Artist,../all_outputs/output_ssl_small/Read/1-4-w04620221103114631.mp4_1.pkl,../all_outputs/output_include/Jobs/Artist/MVI_4780.pkl,165.13979889376105
Learn,Red,../all_outputs/output_ssl_small/Learn/2-4-w03420221110104038.mp4_1.pkl,../all_outputs/output_include/Colours/Red/MVI_4018.pkl,165.14330580182923
Please,Bird,../all_outputs/output_ssl_small/Please/2-2-w06020221110112120.mp4_1.pkl,../all_outputs/output_include/Animals/Bird/MVI_3012.pkl,165.14603039156168
Where,City,../all_outputs/output_ssl_small/Where/4-1-w04920221216133603.mp4_1.pkl,../all_outputs/output_include/Places/City/MVI_3589.pkl,165.16017876853385
Ten_People,Secretary,../all_outputs/output_ssl_small/Ten_People/2-2-w02020221110101816.mp4_1.pkl,../all_outputs/output_include/Jobs/Secretary/MVI_8884.pkl,165.16318873442785
Teach,Alright,../all_outputs/output_ssl_small/Teach/1-1-w03320221103112612.mp4_1.pkl,../all_outputs/output_include/Greetings/Alright/MVI_9989.pkl,165.16331755452538
How_many,Hat,../all_outputs/output_ssl_small/How_many/1-4-w05120221103115238.mp4_1.pkl,../all_outputs/output_include/Clothes/Hat/MVI_3837.pkl,165.1671217880875
Please,Bedroom,../all_outputs/output_ssl_small/Please/4-4-w06020221216135826.mp4_1.pkl,../all_outputs/output_include/Home/Bedroom/MVI_4370.pkl,165.1973637620804
School,Peace,../all_outputs/output_ssl_small/School/3-1-w01620221216121432.mp4_1.pkl,../all_outputs/output_include/Society/Peace/MVI_4834.pkl,165.20081348081888
Learn?,How_are_you,../all_outputs/output_ssl_small/Learn?/2-4-w05220221110110829.mp4_1.pkl,../all_outputs/output_include/Greetings/How_are_you/MVI_9986.pkl,165.2067160638986
Read,thick,../all_outputs/output_ssl_small/Read/3-2-w04620221216133123.mp4_1.pkl,../all_outputs/output_include/Adjectives/thick/MVI_9745.pkl,165.20797957645257
What,Street_or_Road,../all_outputs/output_ssl_small/What/4-1-w05020221216134105.mp4_1.pkl,../all_outputs/output_include/Places/Street_or_Road/MVI_3597.pkl,165.22111969934076
Where,Attack,../all_outputs/output_ssl_small/Where/4-2-w04920221216133822.mp4_1.pkl,../all_outputs/output_include/Society/Attack/MVI_8709.pkl,165.2284811649094
Still,Newspaper,../all_outputs/output_ssl_small/Still/still1.mp4_1.pkl,../all_outputs/output_include/Society/Newspaper/MVI_8972.pkl,165.24397270624522
Sinhala,Son,../all_outputs/output_ssl_small/Sinhala/2-2-w01820221110101517.mp4_1.pkl,../all_outputs/output_include/People/Son/MVI_5219.pkl,165.24565272610812
Dialog box,Morning,../all_outputs/output_ssl_small/Dialog box/3-2-w02420221216123403.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Morning/MVI_5510.pkl,165.24712747487408
Video,Blind,../all_outputs/output_ssl_small/Video/2-2-w02220221110102210.mp4_1.pkl,../all_outputs/output_include/Adjectives/Blind/MVI_9586.pkl,165.25302566661605
You,Father,../all_outputs/output_ssl_small/You/4-1-w00220221216115755.mp4_1.pkl,../all_outputs/output_include/People/Father/MVI_5229.pkl,165.25944062281783
It,heavy,../all_outputs/output_ssl_small/It/2-10-w00720221110113152.mp4_1.pkl,../all_outputs/output_include/Adjectives/heavy/MVI_9834.pkl,165.27179153610098
Little,Son,../all_outputs/output_ssl_small/Little/1-1-w01220221103111947.mp4_1.pkl,../all_outputs/output_include/People/Son/MVI_5073.pkl,165.27962198892357
Now,Peace,../all_outputs/output_ssl_small/Now/3-5-w01420221216121307.mp4_1.pkl,../all_outputs/output_include/Society/Peace/MVI_4297.pkl,165.30647301256099
Read,male,../all_outputs/output_ssl_small/Read/3-2-w04620221216133123.mp4_1.pkl,../all_outputs/output_include/Adjectives/male/MVI_9640.pkl,165.3107331497277
See,Today,../all_outputs/output_ssl_small/See/3-3-w04020221216132449.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Today/MVI_5471.pkl,165.31691765048592
Thank_You,thin,../all_outputs/output_ssl_small/Thank_You/1-5-w04720221103114751.mp4_1.pkl,../all_outputs/output_include/Adjectives/thin/MVI_9609.pkl,165.3256498850096
No,Boy,../all_outputs/output_ssl_small/No/1-5-w04220221103114141.mp4_1.pkl,../all_outputs/output_include/People/Boy/MVI_4981.pkl,165.32741867802056
Children,Hat,../all_outputs/output_ssl_small/Children/4-1-w01720221216121716.mp4_1.pkl,../all_outputs/output_include/Clothes/Hat/MVI_3837.pkl,165.33373308950573
w064,female,../all_outputs/output_ssl_small/w064/3-5-w06420221216140315.mp4_1.pkl,../all_outputs/output_include/Adjectives/female/MVI_9767.pkl,165.33486736607645
Video,Tomorrow,../all_outputs/output_ssl_small/Video/1-1-w02220221103121852.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Tomorrow/MVI_5034.pkl,165.33672246953043
Still,Hospital,../all_outputs/output_ssl_small/Still/still19.mp4_1.pkl,../all_outputs/output_include/Places/Hospital/MVI_3480.pkl,165.35513589223783
Sinhala,Money,../all_outputs/output_ssl_small/Sinhala/3-5-w01820221216121748.mp4_1.pkl,../all_outputs/output_include/Society/Money/MVI_8672.pkl,165.35896401956595
See,Tomorrow,../all_outputs/output_ssl_small/See/3-3-w04020221216132449.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Tomorrow/MVI_5035.pkl,165.36508099360466
Start,bad,../all_outputs/output_ssl_small/Start/4-1-w04520221216133029.mp4_1.pkl,../all_outputs/output_include/Adjectives/bad/MVI_9352.pkl,165.36605331827965
Staying,Restaurant,../all_outputs/output_ssl_small/Staying/3-5-w03220221216131429.mp4_1.pkl,../all_outputs/output_include/Places/Restaurant/MVI_3362.pkl,165.36820058379814
Children,Black,../all_outputs/output_ssl_small/Children/4-4-w01720221216121840.mp4_1.pkl,../all_outputs/output_include/Colours/Black/MVI_4041.pkl,165.37369042320844
See,Saturday,../all_outputs/output_ssl_small/See/3-3-w04020221216132449.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Saturday/MVI_5467.pkl,165.37399732304257
Make,Woman,../all_outputs/output_ssl_small/Make/3-3-w03820221216132308.mp4_1.pkl,../all_outputs/output_include/People/Woman/MVI_3925.pkl,165.37907191297248
w064,Morning,../all_outputs/output_ssl_small/w064/3-5-w06420221216140315.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Morning/MVI_5060.pkl,165.39388358647943
See?,Time,../all_outputs/output_ssl_small/See?/2-4-w05520221110111242.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Time/MVI_4668.pkl,165.4075777635734
Teach,we,../all_outputs/output_ssl_small/Teach/4-1-w03320221216131332.mp4_1.pkl,../all_outputs/output_include/Pronouns/we/MVI_9973.pkl,165.4107091928033
Relationship,poor,../all_outputs/output_ssl_small/Relationship/3-3-w02320221216123247.mp4_1.pkl,../all_outputs/output_include/Adjectives/poor/MVI_9738.pkl,165.41209120975236
Learn,warm,../all_outputs/output_ssl_small/Learn/2-5-w03420221110104046.mp4_1.pkl,../all_outputs/output_include/Adjectives/warm/MVI_9255.pkl,165.4300222933873
There,Good_afternoon,../all_outputs/output_ssl_small/There/4-4-w05920221216135549.mp4_1.pkl,../all_outputs/output_include/Greetings/Good_afternoon/MVI_9937.pkl,165.45447110957636
How_many,Time,../all_outputs/output_ssl_small/How_many/2-3-w05120221110110528.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Time/MVI_9202.pkl,165.45966456854634
Make,he,../all_outputs/output_ssl_small/Make/3-1-w03820221216132252.mp4_1.pkl,../all_outputs/output_include/Pronouns/he/MVI_9889.pkl,165.46143352905622
Staying,Dress,../all_outputs/output_ssl_small/Staying/3-2-w03220221216131407.mp4_1.pkl,../all_outputs/output_include/Clothes/Dress/MVI_3839.pkl,165.46386720971503
Again,Science,../all_outputs/output_ssl_small/Again/2-2-w03120221110103616.mp4_1.pkl,../all_outputs/output_include/Society/Science/MVI_4339.pkl,165.46540729868596
You,Grandfather,../all_outputs/output_ssl_small/You/4-3-w00220221216115814.mp4_1.pkl,../all_outputs/output_include/People/Grandfather/MVI_5105.pkl,165.47038743446743
Hello,Ugly,../all_outputs/output_ssl_small/Hello/4-5-w03920221216132418.mp4_1.pkl,../all_outputs/output_include/Adjectives/Ugly/MVI_9578.pkl,165.48307024391542
How,poor,../all_outputs/output_ssl_small/How/2-2-w04820221110110007.mp4_1.pkl,../all_outputs/output_include/Adjectives/poor/MVI_9604.pkl,165.4857394031354
Still,Player,../all_outputs/output_ssl_small/Still/still1.mp4_1.pkl,../all_outputs/output_include/People/Player/MVI_4127.pkl,165.48899397740527
Tell,Skirt,../all_outputs/output_ssl_small/Tell/3-4-w04320221216132747.mp4_1.pkl,../all_outputs/output_include/Clothes/Skirt/MVI_4875.pkl,165.49027998219557
Age,Yesterday,../all_outputs/output_ssl_small/Age/4-2-w02820221216124135.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Yesterday/MVI_5037.pkl,165.49358966834507
English,Waiter,../all_outputs/output_ssl_small/English/2-3-w02520221110102936.mp4_1.pkl,../all_outputs/output_include/Jobs/Waiter/MVI_4478.pkl,165.5006178484498
Learn,Yesterday,../all_outputs/output_ssl_small/Learn/2-4-w03420221110104038.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Yesterday/MVI_4626.pkl,165.50332576506614
Go,sad,../all_outputs/output_ssl_small/Go/2-5-w03620221110104518.mp4_1.pkl,../all_outputs/output_include/Adjectives/sad/MVI_9719.pkl,165.51009906702413
Dialog box,White,../all_outputs/output_ssl_small/Dialog box/1-1-w02420221103122335.mp4_1.pkl,../all_outputs/output_include/Colours/White/MVI_5211.pkl,165.51180694845178
Can?,short,../all_outputs/output_ssl_small/Can?/4-5-w05320221216134711.mp4_1.pkl,../all_outputs/output_include/Adjectives/short/MVI_5271.pkl,165.51388477812176
See,Door,../all_outputs/output_ssl_small/See/1-1-w04020221103113749.mp4_1.pkl,../all_outputs/output_include/Home/Door/MVI_4885.pkl,165.52957365395432
House,Year,../all_outputs/output_ssl_small/House/2-4-w02920221110103440.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Year/MVI_4637.pkl,165.5482748568204
Yes,Hour,../all_outputs/output_ssl_small/Yes/1-3-w06320221103120813.mp4_1.pkl,../all_outputs/output_include/Days_and_Time/Hour/MVI_9180.pkl,165.55174412839315
University,Red,../all_outputs/output_ssl_small/University/4-2-w00920221216120753.mp4_1.pkl,../all_outputs/output_include/Colours/Red/MVI_8612.pkl,165.5649093508957
